 Cycle Period  Scenario      SoldDA      SoldRT
   190      1         1        0.00        0.00
   190      1         2        0.00        0.00
   190      1         3        0.00        0.00
   190      1         4        0.00        0.00
   190      1         5        0.00        0.00
   190      1         6        0.00        0.00
   190      1         7        0.00        0.00
   190      1         8        0.00        0.00
   190      1         9        0.00        0.00
   190      1        10        0.00        0.00
   190      1        11        0.00        0.00
   190      1        12        0.00        0.00
   190      1        13        0.00        0.00
   190      1        14        0.00        0.00
   190      1        15        0.00        0.00
   190      2         1        0.00        0.00
   190      2         2        0.00        0.00
   190      2         3        0.00        0.00
   190      2         4        0.00        0.00
   190      2         5        0.00        0.00
   190      2         6        0.00        0.00
   190      2         7        0.00        0.00
   190      2         8        0.00        0.00
   190      2         9        0.00        0.00
   190      2        10        0.00        0.00
   190      2        11        0.00        0.00
   190      2        12        0.00        0.00
   190      2        13        0.00        0.00
   190      2        14        0.00        0.00
   190      2        15        0.00        0.00
   190      3         1        0.00        0.00
   190      3         2        0.00        0.00
   190      3         3        0.00        0.00
   190      3         4        0.00        0.00
   190      3         5        0.00        0.00
   190      3         6        0.00        0.00
   190      3         7        0.00        0.00
   190      3         8        0.00        0.00
   190      3         9        0.00        0.00
   190      3        10        0.00        0.00
   190      3        11        0.00        0.00
   190      3        12        0.00        0.00
   190      3        13        0.00        0.00
   190      3        14        0.00        0.00
   190      3        15        0.00        0.00
   190      4         1        0.00        0.00
   190      4         2        0.00        0.00
   190      4         3        0.00        0.00
   190      4         4        0.00        0.00
   190      4         5        0.00        0.00
   190      4         6        0.00        0.00
   190      4         7        0.00        0.00
   190      4         8        0.00        0.00
   190      4         9        0.00        0.00
   190      4        10        0.00        0.00
   190      4        11        0.00        0.00
   190      4        12        0.00        0.00
   190      4        13        0.00        0.00
   190      4        14        0.00        0.00
   190      4        15        0.00        0.00
   190      5         1        0.00        0.00
   190      5         2        0.00        0.00
   190      5         3        0.00        0.00
   190      5         4        0.00        0.00
   190      5         5        0.00        0.00
   190      5         6        0.00        0.00
   190      5         7        0.00        0.00
   190      5         8        0.00        0.00
   190      5         9        0.00        0.00
   190      5        10        0.00        0.00
   190      5        11        0.00        0.00
   190      5        12        0.00        0.00
   190      5        13        0.00        0.00
   190      5        14        0.00        0.00
   190      5        15        0.00        0.00
   190      6         1        0.00        0.00
   190      6         2        0.00        0.00
   190      6         3        0.00        0.00
   190      6         4        0.00        0.00
   190      6         5        0.00        0.00
   190      6         6        0.00        0.00
   190      6         7        0.00        0.00
   190      6         8        0.00        0.00
   190      6         9        0.00        0.00
   190      6        10        0.00        0.00
   190      6        11        0.00        0.00
   190      6        12        0.00        0.00
   190      6        13        0.00        0.00
   190      6        14        0.00        0.00
   190      6        15        0.00        0.00
   190      7         1        0.00        0.00
   190      7         2        0.00        0.00
   190      7         3        0.00        0.00
   190      7         4        0.00        0.00
   190      7         5        0.00        0.00
   190      7         6        0.00        0.00
   190      7         7        0.00        0.00
   190      7         8        0.00        0.00
   190      7         9        0.00        0.00
   190      7        10        0.00        0.00
   190      7        11        0.00        0.00
   190      7        12        0.00        0.00
   190      7        13        0.00        0.00
   190      7        14        0.00        0.00
   190      7        15        0.00        0.00
   190      8         1        0.00        0.00
   190      8         2        0.00       -0.00
   190      8         3        0.00        0.00
   190      8         4        0.00        0.00
   190      8         5        0.00        0.00
   190      8         6        0.00        0.00
   190      8         7        0.00        0.00
   190      8         8        0.00        0.00
   190      8         9        0.00        0.00
   190      8        10        0.00        0.00
   190      8        11        0.00        0.00
   190      8        12        0.00        0.00
   190      8        13        0.00        0.00
   190      8        14        0.00        0.00
   190      8        15        0.00        0.00
   190      9         1        0.00        0.00
   190      9         2        0.00        0.31
   190      9         3        0.00        0.00
   190      9         4        0.00        0.00
   190      9         5        0.00        0.00
   190      9         6        0.00        0.00
   190      9         7        0.00        0.00
   190      9         8        0.00        0.00
   190      9         9        0.00        0.00
   190      9        10        0.00        0.00
   190      9        11        0.00        0.00
   190      9        12        0.00        0.00
   190      9        13        0.00        0.00
   190      9        14        0.00        0.00
   190      9        15        0.00        0.00
   190     10         1        0.70        0.28
   190     10         2        0.49        0.00
   190     10         3        0.00        1.94
   190     10         4        0.49        0.48
   190     10         5        0.07        1.87
   190     10         6        0.00        1.94
   190     10         7        0.85        0.12
   190     10         8        0.00        0.97
   190     10         9        0.00        1.94
   190     10        10        0.96        0.01
   190     10        11        0.58        1.36
   190     10        12        0.49        1.45
   190     10        13        0.00        1.94
   190     10        14        0.97        0.00
   190     10        15        0.49        0.48
