 Cycle Period  Scenario      SoldDA
   212      5         9        0.00
   212      5        10        0.00
   212      5        11        0.00
   212      5        12        0.00
   212      5        13        0.00
   212      5        14        0.00
   212      5        15        0.00
   212      6         1        0.00
   212      6         2        0.00
   212      6         3        0.00
   212      6         4        0.00
   212      6         5        0.00
   212      6         6        0.00
   212      6         7        0.00
   212      6         8        0.00
   212      6         9        0.00
   212      6        10        0.00
   212      6        11        0.00
   212      6        12        0.00
   212      6        13        0.00
   212      6        14        0.00
   212      6        15        0.00
   212      7         1        0.00
   212      7         2        0.00
   212      7         3        0.00
   212      7         4        0.00
   212      7         5        0.00
   212      7         6        0.00
   212      7         7        0.00
   212      7         8        0.00
   212      7         9        0.00
   212      7        10        0.00
   212      7        11        0.00
   212      7        12        0.00
   212      7        13        0.00
   212      7        14        0.00
   212      7        15        0.00
   212      8         1       61.95
   212      8         2       61.93
   212      8         3       61.94
   212      8         4       61.95
   212      8         5       61.95
   212      8         6       61.95
   212      8         7       61.95
   212      8         8       61.93
   212      8         9       61.93
   212      8        10       61.93
   212      8        11       61.93
   212      8        12       61.95
   212      8        13       61.95
   212      8        14       61.93
   212      8        15       61.95
   212      9         1       64.75
   212      9         2       61.70
   212      9         3       63.26
   212      9         4       64.43
   212      9         5       64.75
   212      9         6       64.75
   212      9         7       64.63
   212      9         8       61.42
   212      9         9       62.51
   212      9        10       62.51
   212      9        11       61.71
   212      9        12       64.75
   212      9        13       64.75
   212      9        14       61.47
   212      9        15       64.01
   212     10         1       95.74
   212     10         2       97.06
   212     10         3       96.35
   212     10         4       95.87
   212     10         5       95.74
   212     10         6       95.74
   212     10         7       95.79
   212     10         8       97.12
   212     10         9       96.88
   212     10        10       96.88
   212     10        11       97.06
   212     10        12       95.74
   212     10        13       95.74
   212     10        14       97.09
   212     10        15       96.05
   212     11         1       86.47
   212     11         2       87.71
   212     11         3       87.15
   212     11         4       86.70
   212     11         5       86.47
   212     11         6       86.52
   212     11         7       86.60
   212     11         8       87.73
   212     11         9       86.84
   212     11        10       86.84
   212     11        11       87.70
   212     11        12       86.49
   212     11        13       86.54
   212     11        14       87.59
   212     11        15       86.89
   215      1         1        0.00
   215      1         2        0.00
   215      1         3        0.00
   215      1         4        0.00
   215      1         5        0.00
   215      1         6        0.00
   215      1         7        0.00
   215      1         8        0.00
   215      1         9        0.00
   215      1        10        0.00
   215      1        11        0.00
   215      1        12        0.00
   215      1        13        0.00
   215      1        14        0.00
   215      1        15        0.00
   215      2         1        0.00
   215      2         2        0.00
   215      2         3        0.00
   215      2         4        0.00
   215      2         5        0.00
   215      2         6        0.00
   215      2         7        0.00
   215      2         8        0.00
   215      2         9        0.00
   215      2        10        0.00
   215      2        11        0.00
   215      2        12        0.00
   215      2        13        0.00
   215      2        14        0.00
   215      2        15        0.00
   215      3         1        0.00
   215      3         2        0.00
   215      3         3        0.00
   215      3         4        0.00
   215      3         5        0.00
   215      3         6        0.00
   215      3         7        0.00
   215      3         8        0.00
   215      3         9        0.00
   215      3        10        0.00
   215      3        11        0.00
   215      3        12        0.00
   215      3        13        0.00
   215      3        14        0.00
   215      3        15        0.00
   215      4         1        0.00
   215      4         2        0.00
   215      4         3        0.00
   215      4         4        0.00
   215      4         5        0.00
   215      4         6        0.00
   215      4         7        0.00
   215      4         8        0.00
   215      4         9        0.00
   215      4        10        0.00
   215      4        11        0.00
   215      4        12        0.00
   215      4        13        0.00
   215      4        14        0.00
   215      4        15        0.00
   215      5         1        0.00
   215      5         2        0.00
   215      5         3        0.00
   215      5         4        0.00
   215      5         5        0.00
   215      5         6        0.00
   215      5         7        0.00
   215      5         8        0.00
   215      5         9        0.00
   215      5        10        0.00
   215      5        11        0.00
   215      5        12        0.00
   215      5        13        0.00
   215      5        14        0.00
   215      5        15        0.00
   215      6         1        0.00
   215      6         2        0.00
   215      6         3        0.00
   215      6         4        0.00
   215      6         5        0.00
   215      6         6        0.00
   215      6         7        0.00
   215      6         8        0.00
   215      6         9        0.00
   215      6        10        0.00
   215      6        11        0.00
   215      6        12        0.00
   215      6        13        0.00
   215      6        14        0.00
   215      6        15        0.00
   215      7         1        0.00
   215      7         2        0.00
   215      7         3        0.00
   215      7         4        0.00
   215      7         5        0.00
   215      7         6        0.00
   215      7         7        0.00
   215      7         8        0.00
   215      7         9        0.00
   215      7        10        0.00
   215      7        11        0.00
   215      7        12        0.00
   215      7        13        0.00
   215      7        14        0.00
   215      7        15        0.00
   215      8         1       63.85
   215      8         2       63.85
   215      8         3       63.85
   215      8         4       63.85
   215      8         5       63.85
   215      8         6       63.85
   215      8         7       63.85
   215      8         8       63.85
   215      8         9       63.85
   215      8        10       63.85
   215      8        11       63.85
   215      8        12       63.85
   215      8        13       63.85
   215      8        14       63.85
   215      8        15       63.85
   215      9         1       62.66
   215      9         2       62.66
   215      9         3       62.66
   215      9         4       62.66
   215      9         5       62.66
   215      9         6       62.66
   215      9         7       62.66
   215      9         8       62.66
   215      9         9       62.66
   215      9        10       62.66
   215      9        11       62.66
   215      9        12       62.66
   215      9        13       62.66
   215      9        14       62.66
   215      9        15       62.66
   215     10         1      102.35
   215     10         2      102.35
   215     10         3      102.35
   215     10         4      102.35
   215     10         5      102.35
   215     10         6      102.35
   215     10         7      102.35
   215     10         8      102.35
   215     10         9      102.35
   215     10        10      102.35
   215     10        11      102.35
   215     10        12      102.35
   215     10        13      102.35
   215     10        14      102.35
   215     10        15      102.35
   215     11         1       92.60
   215     11         2       92.60
   215     11         3       92.60
   215     11         4       92.60
   215     11         5       92.60
   215     11         6       92.60
   215     11         7       92.60
   215     11         8       92.60
   215     11         9       92.60
   215     11        10       92.60
   215     11        11       92.60
   215     11        12       92.60
   215     11        13       92.60
   215     11        14       92.60
   215     11        15       92.60
   218      1         1        0.00
   218      1         2        0.00
   218      1         3        0.00
   218      1         4        0.00
   218      1         5        0.00
   218      1         6        0.00
   218      1         7        0.00
   218      1         8        0.00
   218      1         9        0.00
   218      1        10        0.00
   218      1        11        0.00
   218      1        12        0.00
   218      1        13        0.00
   218      1        14        0.00
   218      1        15        0.00
   218      2         1        0.00
   218      2         2        0.00
   218      2         3        0.00
   218      2         4        0.00
   218      2         5        0.00
   218      2         6        0.00
   218      2         7        0.00
   218      2         8        0.00
   218      2         9        0.00
   218      2        10        0.00
   218      2        11        0.00
   218      2        12        0.00
   218      2        13        0.00
   218      2        14        0.00
   218      2        15        0.00
   218      3         1        0.00
   218      3         2        0.00
   218      3         3        0.00
   218      3         4        0.00
   218      3         5        0.00
   218      3         6        0.00
   218      3         7        0.00
   218      3         8        0.00
   218      3         9        0.00
   218      3        10        0.00
   218      3        11        0.00
   218      3        12        0.00
   218      3        13        0.00
   218      3        14        0.00
   218      3        15        0.00
   218      4         1        0.00
   218      4         2        0.00
   218      4         3        0.00
   218      4         4        0.00
   218      4         5        0.00
   218      4         6        0.00
   218      4         7        0.00
   218      4         8        0.00
   218      4         9        0.00
   218      4        10        0.00
   218      4        11        0.00
   218      4        12        0.00
   218      4        13        0.00
   218      4        14        0.00
   218      4        15        0.00
   218      5         1        0.00
   218      5         2        0.00
   218      5         3        0.00
   218      5         4        0.00
   218      5         5        0.00
   218      5         6        0.00
   218      5         7        0.00
   218      5         8        0.00
   218      5         9        0.00
   218      5        10        0.00
   218      5        11        0.00
   218      5        12        0.00
   218      5        13        0.00
   218      5        14        0.00
   218      5        15        0.00
   218      6         1        0.00
   218      6         2        0.00
   218      6         3        0.00
   218      6         4        0.00
   218      6         5        0.00
   218      6         6        0.00
   218      6         7        0.00
   218      6         8        0.00
   218      6         9        0.00
   218      6        10        0.00
   218      6        11        0.00
   218      6        12        0.00
   218      6        13        0.00
   218      6        14        0.00
   218      6        15        0.00
   218      7         1        0.00
   218      7         2        0.00
   218      7         3        0.00
   218      7         4        0.00
   218      7         5        0.00
   218      7         6        0.00
   218      7         7        0.00
   218      7         8        0.00
   218      7         9        0.00
   218      7        10        0.00
   218      7        11        0.00
   218      7        12        0.00
   218      7        13        0.00
   218      7        14        0.00
   218      7        15        0.00
   218      8         1       64.77
   218      8         2       64.77
   218      8         3       62.06
   218      8         4       64.77
   218      8         5       64.77
   218      8         6       64.32
   218      8         7       53.68
   218      8         8       64.77
   218      8         9       64.77
   218      8        10       64.77
   218      8        11       64.77
   218      8        12       64.77
   218      8        13       50.21
   218      8        14       64.77
   218      8        15       64.77
   218      9         1       63.69
   218      9         2       63.44
   218      9         3       64.49
   218      9         4       64.64
   218      9         5       63.31
   218      9         6       63.94
   218      9         7       67.74
   218      9         8       63.53
   218      9         9       63.84
   218      9        10       67.31
   218      9        11       68.02
   218      9        12       63.69
   218      9        13       69.97
   218      9        14       63.69
   218      9        15       65.94
   218     10         1      104.68
   218     10         2      104.73
   218     10         3      102.65
   218     10         4       98.56
   218     10         5      104.75
   218     10         6      104.04
   218     10         7       94.50
   218     10         8      104.71
   218     10         9      102.20
   218     10        10       86.40
   218     10        11       83.17
   218     10        12      104.68
   218     10        13       88.90
   218     10        14      104.68
   218     10        15       92.66
   218     11         1       93.38
   218     11         2       93.38
   218     11         3       93.58
   218     11         4       95.65
   218     11         5       93.31
   218     11         6       93.38
   218     11         7       96.52
   218     11         8       94.99
   218     11         9       95.56
   218     11        10       95.57
   218     11        11       95.52
   218     11        12       93.38
   218     11        13      100.66
   218     11        14       94.96
   218     11        15       95.63
   621      1         1        0.00
   621      1         2        0.00
   621      1         3        0.00
   621      1         4        0.00
   621      1         5        0.00
   621      1         6        0.00
   621      1         7        0.00
   621      1         8        0.00
   621      1         9        0.00
   621      1        10        0.00
   621      1        11        0.00
   621      1        12        0.00
   621      1        13        0.00
   621      1        14        0.00
   621      1        15        0.00
   621      2         1        0.00
   621      2         2        0.00
   621      2         3        0.00
   621      2         4        0.00
   621      2         5        0.00
   621      2         6        0.00
   621      2         7        0.00
   621      2         8        0.00
   621      2         9        0.00
   621      2        10        0.00
   621      2        11        0.00
   621      2        12        0.00
   621      2        13        0.00
   621      2        14        0.00
   621      2        15        0.00
   621      3         1        0.00
   621      3         2        0.00
   621      3         3        0.00
   621      3         4        0.00
   621      3         5        0.00
   621      3         6        0.00
   621      3         7        0.00
   621      3         8        0.00
   621      3         9        0.00
   621      3        10        0.00
   621      3        11        0.00
   621      3        12        0.00
   621      3        13        0.00
   621      3        14        0.00
   621      3        15        0.00
   621      4         1        0.00
   621      4         2        0.00
   621      4         3        0.00
   621      4         4        0.00
   621      4         5        0.00
   621      4         6        0.00
   621      4         7        0.00
   621      4         8        0.00
   621      4         9        0.00
   621      4        10        0.00
   621      4        11        0.00
   621      4        12        0.00
   621      4        13        0.00
   621      4        14        0.00
   621      4        15        0.00
   621      5         1        0.00
   621      5         2        0.00
   621      5         3        0.00
   621      5         4        0.00
   621      5         5        0.00
   621      5         6        0.00
   621      5         7        0.00
   621      5         8        0.00
   621      5         9        0.00
   621      5        10        0.00
   621      5        11        0.00
   621      5        12        0.00
   621      5        13        0.00
   621      5        14        0.00
   621      5        15        0.00
   621      6         1        0.00
   621      6         2        0.00
   621      6         3        0.00
   621      6         4        0.00
   621      6         5        0.00
   621      6         6        0.00
   621      6         7        0.00
   621      6         8        0.00
   621      6         9        0.00
   621      6        10        0.00
   621      6        11        0.00
   621      6        12        0.00
   621      6        13        0.00
   621      6        14        0.00
   621      6        15        0.00
   621      7         1        0.00
   621      7         2        0.00
   621      7         3        0.00
   621      7         4        0.00
   621      7         5        0.00
   621      7         6        0.00
   621      7         7        0.00
   621      7         8        0.00
   621      7         9        0.00
   621      7        10        0.00
   621      7        11        0.00
   621      7        12        0.00
   621      7        13        0.00
   621      7        14        0.00
   621      7        15        0.00
   621      8         1       63.19
   621      8         2       63.19
   621      8         3       63.19
   621      8         4       63.19
   621      8         5       63.19
   621      8         6       63.19
   621      8         7       63.19
   621      8         8       63.19
   621      8         9       63.19
   621      8        10       63.19
   621      8        11       63.19
   621      8        12       63.19
   621      8        13       63.19
   621      8        14       63.19
   621      8        15       63.19
   621      9         1       61.88
   621      9         2       61.83
   621      9         3       61.80
   621      9         4       62.06
   621      9         5       61.88
   621      9         6       61.72
   621      9         7       61.78
   621      9         8       61.80
   621      9         9       61.66
   621      9        10       62.19
   621      9        11       61.81
   621      9        12       66.09
   621      9        13       62.95
   621      9        14       61.92
   621      9        15       61.85
   621     10         1      100.46
   621     10         2      100.51
   621     10         3      100.47
   621     10         4      100.37
   621     10         5      100.46
   621     10         6      100.57
   621     10         7      100.48
   621     10         8      100.32
   621     10         9      100.54
   621     10        10      100.33
   621     10        11      100.46
   621     10        12       97.90
   621     10        13       99.66
   621     10        14      100.47
   621     10        15      100.48
   621     11         1       90.80
   621     11         2       90.84
   621     11         3       90.80
   621     11         4       90.72
   621     11         5       90.80
   621     11         6       90.89
   621     11         7       90.81
   621     11         8       90.68
   621     11         9       90.86
   621     11        10       90.68
   621     11        11       90.80
   621     11        12       88.54
   621     11        13       90.09
   621     11        14       90.80
   621     11        15       90.82
   624      1         1        0.00
   624      1         2        0.00
   624      1         3        0.00
   624      1         4        0.00
   624      1         5        0.00
   624      1         6        0.00
   624      1         7        0.00
   624      1         8        0.00
   624      1         9        0.00
   624      1        10        0.00
   624      1        11        0.00
   624      1        12        0.00
   624      1        13        0.00
   624      1        14        0.00
   624      1        15        0.00
   624      2         1        0.00
   624      2         2        0.00
   624      2         3        0.00
   624      2         4        0.00
   624      2         5        0.00
   624      2         6        0.00
   624      2         7        0.00
   624      2         8        0.00
   624      2         9        0.00
   624      2        10        0.00
   624      2        11        0.00
   624      2        12        0.00
   624      2        13        0.00
   624      2        14        0.00
   624      2        15        0.00
   624      3         1        0.00
   624      3         2        0.00
   624      3         3        0.00
   624      3         4        0.00
   624      3         5        0.00
   624      3         6        0.00
   624      3         7        0.00
   624      3         8        0.00
   624      3         9        0.00
   624      3        10        0.00
   624      3        11        0.00
   624      3        12        0.00
   624      3        13        0.00
   624      3        14        0.00
   624      3        15        0.00
   624      4         1        0.00
   624      4         2        0.00
   624      4         3        0.00
   624      4         4        0.00
   624      4         5        0.00
   624      4         6        0.00
   624      4         7        0.00
   624      4         8        0.00
   624      4         9        0.00
   624      4        10        0.00
   624      4        11        0.00
   624      4        12        0.00
   624      4        13        0.00
   624      4        14        0.00
   624      4        15        0.00
   624      5         1        0.00
   624      5         2        0.00
   624      5         3        0.00
   624      5         4        0.00
   624      5         5        0.00
   624      5         6        0.00
   624      5         7        0.00
   624      5         8        0.00
   624      5         9        0.00
   624      5        10        0.00
   624      5        11        0.00
   624      5        12        0.00
   624      5        13        0.00
   624      5        14        0.00
   624      5        15        0.00
   624      6         1        0.00
   624      6         2        0.00
   624      6         3        0.00
   624      6         4        0.00
   624      6         5        0.00
   624      6         6        0.00
   624      6         7        0.00
   624      6         8        0.00
   624      6         9        0.00
   624      6        10        0.00
   624      6        11        0.00
   624      6        12        0.00
   624      6        13        0.00
   624      6        14        0.00
   624      6        15        0.00
   624      7         1        0.00
   624      7         2        0.00
   624      7         3        0.00
   624      7         4        0.00
   624      7         5        0.00
   624      7         6        0.00
   624      7         7        0.00
   624      7         8        0.00
   624      7         9        0.00
   624      7        10        0.00
   624      7        11        0.00
   624      7        12        0.00
   624      7        13        0.00
   624      7        14        0.00
   624      7        15        0.00
   624      8         1       59.06
   624      8         2       59.06
   624      8         3       59.06
   624      8         4       59.06
   624      8         5       59.06
   624      8         6       59.06
   624      8         7       59.06
   624      8         8       59.06
   624      8         9       59.06
   624      8        10       59.06
   624      8        11       59.06
   624      8        12       59.06
   624      8        13       59.06
   624      8        14       59.06
   624      8        15       59.06
   624      9         1       61.13
   624      9         2       61.13
   624      9         3       61.13
   624      9         4       61.13
   624      9         5       61.13
   624      9         6       61.13
   624      9         7       61.13
   624      9         8       61.13
   624      9         9       61.13
   624      9        10       61.13
   624      9        11       61.13
   624      9        12       61.13
   624      9        13       61.13
   624      9        14       61.13
   624      9        15       61.13
   624     10         1       87.73
   624     10         2       87.73
   624     10         3       87.73
   624     10         4       87.73
   624     10         5       87.73
   624     10         6       87.73
   624     10         7       87.73
   624     10         8       87.73
   624     10         9       87.73
   624     10        10       87.73
   624     10        11       87.73
   624     10        12       87.73
   624     10        13       87.73
   624     10        14       87.73
   624     10        15       87.73
   624     11         1       78.45
   624     11         2       78.45
   624     11         3       78.45
   624     11         4       78.45
   624     11         5       78.45
   624     11         6       78.45
   624     11         7       78.45
   624     11         8       78.45
   624     11         9       78.45
   624     11        10       78.45
   624     11        11       78.45
   624     11        12       78.45
   624     11        13       78.45
   624     11        14       78.45
   624     11        15       78.45
   627      1         1        0.00
   627      1         2        0.00
   627      1         3        0.00
   627      1         4        0.00
   627      1         5        0.00
   627      1         6        0.00
   627      1         7        0.00
   627      1         8        0.00
   627      1         9        0.00
   627      1        10        0.00
   627      1        11        0.00
   627      1        12        0.00
   627      1        13        0.00
   627      1        14        0.00
   627      1        15        0.00
   627      2         1        0.00
   627      2         2        0.00
   627      2         3        0.00
   627      2         4        0.00
   627      2         5        0.00
   627      2         6        0.00
   627      2         7        0.00
   627      2         8        0.00
   627      2         9        0.00
   627      2        10        0.00
   627      2        11        0.00
   627      2        12        0.00
   627      2        13        0.00
   627      2        14        0.00
   627      2        15        0.00
   627      3         1        0.00
   627      3         2        0.00
   627      3         3        0.00
   627      3         4        0.00
   627      3         5        0.00
   627      3         6        0.00
   627      3         7        0.00
   627      3         8        0.00
   627      3         9        0.00
   627      3        10        0.00
   627      3        11        0.00
   627      3        12        0.00
   627      3        13        0.00
   627      3        14        0.00
   627      3        15        0.00
   627      4         1        0.00
   627      4         2        0.00
   627      4         3        0.00
   627      4         4        0.00
   627      4         5        0.00
   627      4         6        0.00
   627      4         7        0.00
   627      4         8        0.00
   627      4         9        0.00
   627      4        10        0.00
   627      4        11        0.00
   627      4        12        0.00
   627      4        13        0.00
   627      4        14        0.00
   627      4        15        0.00
   627      5         1        0.00
   627      5         2        0.00
   627      5         3        0.00
   627      5         4        0.00
   627      5         5        0.00
   627      5         6        0.00
   627      5         7        0.00
   627      5         8        0.00
   627      5         9        0.00
   627      5        10        0.00
   627      5        11        0.00
   627      5        12        0.00
   627      5        13        0.00
   627      5        14        0.00
   627      5        15        0.00
   627      6         1        0.00
   627      6         2        0.00
   627      6         3        0.00
   627      6         4        0.00
   627      6         5        0.00
   627      6         6        0.00
   627      6         7        0.00
   627      6         8        0.00
   627      6         9        0.00
   627      6        10        0.00
   627      6        11        0.00
   627      6        12        0.00
   627      6        13        0.00
   627      6        14        0.00
   627      6        15        0.00
   627      7         1        0.00
   627      7         2        0.00
   627      7         3        0.00
   627      7         4        0.00
   627      7         5        0.00
   627      7         6        0.00
   627      7         7        0.00
   627      7         8        0.00
   627      7         9        0.00
   627      7        10        0.00
   627      7        11        0.00
   627      7        12        0.00
   627      7        13        0.00
   627      7        14        0.00
   627      7        15        0.00
   627      8         1        0.00
   627      8         2        0.00
   627      8         3        0.00
   627      8         4        0.00
   627      8         5        0.00
   627      8         6        0.00
   627      8         7        0.00
   627      8         8        0.00
   627      8         9        0.00
   627      8        10        0.00
   627      8        11        0.00
   627      8        12        0.00
   627      8        13        0.00
   627      8        14        0.00
   627      8        15        0.00
   627      9         1       63.77
   627      9         2       63.77
   627      9         3       63.77
   627      9         4       63.77
   627      9         5       63.77
   627      9         6       63.77
   627      9         7       63.77
   627      9         8       63.77
   627      9         9       63.77
   627      9        10       63.77
   627      9        11       63.77
   627      9        12       63.77
   627      9        13       63.77
   627      9        14       63.77
   627      9        15       63.77
   627     10         1       58.69
   627     10         2       58.69
   627     10         3       58.69
   627     10         4       58.69
   627     10         5       58.69
   627     10         6       58.69
   627     10         7       58.69
   627     10         8       58.69
   627     10         9       58.69
   627     10        10       58.69
   627     10        11       58.69
   627     10        12       58.69
   627     10        13       58.69
   627     10        14       58.69
   627     10        15       58.69
   627     11         1       88.64
   627     11         2       88.64
   627     11         3       88.64
   627     11         4       88.64
   627     11         5       88.64
   627     11         6       88.64
   627     11         7       88.64
   627     11         8       88.64
   627     11         9       88.64
   627     11        10       88.64
   627     11        11       88.64
   627     11        12       88.64
   627     11        13       88.64
   627     11        14       88.64
   627     11        15       88.64
   630      1         1        0.00
   630      1         2        0.00
   630      1         3        0.00
   630      1         4        0.00
   630      1         5        0.00
   630      1         6        0.00
   630      1         7        0.00
   630      1         8        0.00
   630      1         9        0.00
   630      1        10        0.00
   630      1        11        0.00
   630      1        12        0.00
   630      1        13        0.00
   630      1        14        0.00
   630      1        15        0.00
   630      2         1        0.00
   630      2         2        0.00
   630      2         3        0.00
   630      2         4        0.00
   630      2         5        0.00
   630      2         6        0.00
   630      2         7        0.00
   630      2         8        0.00
   630      2         9        0.00
   630      2        10        0.00
   630      2        11        0.00
   630      2        12        0.00
   630      2        13        0.00
   630      2        14        0.00
   630      2        15        0.00
   630      3         1        0.00
   630      3         2        0.00
   630      3         3        0.00
   630      3         4        0.00
   630      3         5        0.00
   630      3         6        0.00
   630      3         7        0.00
   630      3         8        0.00
   630      3         9        0.00
   630      3        10        0.00
   630      3        11        0.00
   630      3        12        0.00
   630      3        13        0.00
   630      3        14        0.00
   630      3        15        0.00
   630      4         1        0.00
   630      4         2        0.00
   630      4         3        0.00
   630      4         4        0.00
   630      4         5        0.00
   630      4         6        0.00
   630      4         7        0.00
   630      4         8        0.00
   630      4         9        0.00
   630      4        10        0.00
   630      4        11        0.00
   630      4        12        0.00
   630      4        13        0.00
   630      4        14        0.00
   630      4        15        0.00
   630      5         1        0.00
   630      5         2        0.00
   630      5         3        0.00
   630      5         4        0.00
   630      5         5        0.00
   630      5         6        0.00
   630      5         7        0.00
   630      5         8        0.00
   630      5         9        0.00
   630      5        10        0.00
   630      5        11        0.00
   630      5        12        0.00
   630      5        13        0.00
   630      5        14        0.00
   630      5        15        0.00
   630      6         1        0.00
   630      6         2        0.00
   630      6         3        0.00
   630      6         4        0.00
   630      6         5        0.00
   630      6         6        0.00
   630      6         7        0.00
   630      6         8        0.00
   630      6         9        0.00
   630      6        10        0.00
   630      6        11        0.00
   630      6        12        0.00
   630      6        13        0.00
   630      6        14        0.00
   630      6        15        0.00
   630      7         1        0.00
   630      7         2        0.00
   630      7         3        0.00
   630      7         4        0.00
   630      7         5        0.00
   630      7         6        0.00
   630      7         7        0.00
   630      7         8        0.00
   630      7         9        0.00
   630      7        10        0.00
   630      7        11        0.00
   630      7        12        0.00
   630      7        13        0.00
   630      7        14        0.00
   630      7        15        0.00
   630      8         1       47.74
   630      8         2       47.74
   630      8         3       47.74
   630      8         4       47.74
   630      8         5       47.74
   630      8         6       47.74
   630      8         7       47.74
   630      8         8       47.74
   630      8         9       47.74
   630      8        10       47.74
   630      8        11       47.74
   630      8        12       47.74
   630      8        13       47.74
   630      8        14       47.74
   630      8        15       47.74
   630      9         1       47.52
   630      9         2       47.52
   630      9         3       47.52
   630      9         4       47.52
   630      9         5       47.52
   630      9         6       47.52
   630      9         7       47.52
   630      9         8       47.52
   630      9         9       47.52
   630      9        10       47.52
   630      9        11       47.52
   630      9        12       47.52
   630      9        13       47.52
   630      9        14       47.52
   630      9        15       47.52
   630     10         1       46.15
   630     10         2       46.15
   630     10         3       46.15
   630     10         4       46.15
   630     10         5       46.15
   630     10         6       46.15
   630     10         7       46.15
   630     10         8       46.15
   630     10         9       46.15
   630     10        10       46.15
   630     10        11       46.15
   630     10        12       46.15
   630     10        13       46.15
   630     10        14       46.15
   630     10        15       46.15
   630     11         1       43.11
   630     11         2       43.11
   630     11         3       43.11
   630     11         4       43.11
   630     11         5       43.11
   630     11         6       43.11
   630     11         7       43.11
   630     11         8       43.11
   630     11         9       43.11
   630     11        10       43.11
   630     11        11       43.11
   630     11        12       43.11
   630     11        13       43.11
   630     11        14       43.11
   630     11        15       43.11
   633      1         1        0.00
   633      1         2        0.00
   633      1         3        0.00
   633      1         4        0.00
   633      1         5        0.00
   633      1         6        0.00
   633      1         7        0.00
   633      1         8        0.00
   633      1         9        0.00
   633      1        10        0.00
   633      1        11        0.00
   633      1        12        0.00
   633      1        13        0.00
   633      1        14        0.00
   633      1        15        0.00
   633      2         1        0.00
   633      2         2        0.00
   633      2         3        0.00
   633      2         4        0.00
   633      2         5        0.00
   633      2         6        0.00
   633      2         7        0.00
   633      2         8        0.00
   633      2         9        0.00
   633      2        10        0.00
   633      2        11        0.00
   633      2        12        0.00
   633      2        13        0.00
   633      2        14        0.00
   633      2        15        0.00
   633      3         1        0.00
   633      3         2        0.00
   633      3         3        0.00
   633      3         4        0.00
   633      3         5        0.00
   633      3         6        0.00
   633      3         7        0.00
   633      3         8        0.00
   633      3         9        0.00
   633      3        10        0.00
   633      3        11        0.00
   633      3        12        0.00
   633      3        13        0.00
   633      3        14        0.00
   633      3        15        0.00
   633      4         1        0.00
   633      4         2        0.00
   633      4         3        0.00
   633      4         4        0.00
   633      4         5        0.00
   633      4         6        0.00
   633      4         7        0.00
   633      4         8        0.00
   633      4         9        0.00
   633      4        10        0.00
   633      4        11        0.00
   633      4        12        0.00
   633      4        13        0.00
   633      4        14        0.00
   633      4        15        0.00
   633      5         1        0.00
   633      5         2        0.00
   633      5         3        0.00
   633      5         4        0.00
   633      5         5        0.00
   633      5         6        0.00
   633      5         7        0.00
   633      5         8        0.00
   633      5         9        0.00
   633      5        10        0.00
   633      5        11        0.00
   633      5        12        0.00
   633      5        13        0.00
   633      5        14        0.00
   633      5        15        0.00
   633      6         1        0.00
   633      6         2        0.00
   633      6         3        0.00
   633      6         4        0.00
   633      6         5        0.00
   633      6         6        0.00
   633      6         7        0.00
   633      6         8        0.00
   633      6         9        0.00
   633      6        10        0.00
   633      6        11        0.00
   633      6        12        0.00
   633      6        13        0.00
   633      6        14        0.00
   633      6        15        0.00
   633      7         1       22.63
   633      7         2       22.63
   633      7         3       22.63
   633      7         4       22.63
   633      7         5       22.63
   633      7         6       22.63
   633      7         7       22.63
   633      7         8       22.63
   633      7         9       22.63
   633      7        10       22.63
   633      7        11       22.63
   633      7        12       22.63
   633      7        13       22.63
   633      7        14       22.63
   633      7        15       22.63
   633      8         1       13.61
   633      8         2       34.02
   633      8         3       20.66
   633      8         4        9.96
   633      8         5       24.92
   633      8         6       22.25
   633      8         7       10.40
   633      8         8        9.15
   633      8         9       10.49
   633      8        10       20.66
   633      8        11       13.20
   633      8        12       23.87
   633      8        13       12.97
   633      8        14       29.86
   633      8        15       14.70
   633      9         1       38.71
   633      9         2       32.20
   633      9         3       37.01
   633      9         4       26.44
   633      9         5       35.79
   633      9         6       29.38
   633      9         7       26.05
   633      9         8       26.25
   633      9         9       26.41
   633      9        10       37.01
   633      9        11       37.12
   633      9        12       29.77
   633      9        13       36.20
   633      9        14       34.38
   633      9        15       38.71
   633     10         1       25.92
   633     10         2       14.84
   633     10         3       21.30
   633     10         4       40.95
   633     10         5       12.64
   633     10         6       19.65
   633     10         7       40.95
   633     10         8       32.91
   633     10         9       28.32
   633     10        10       14.84
   633     10        11       20.07
   633     10        12       20.82
   633     10        13       19.02
   633     10        14       15.21
   633     10        15       21.89
   633     11         1       27.00
   633     11         2       17.85
   633     11         3       23.85
   633     11         4       37.22
   633     11         5       15.41
   633     11         6       22.38
   633     11         7       37.22
   633     11         8       31.02
   633     11         9       28.63
   633     11        10       17.85
   633     11        11       22.77
   633     11        12       21.71
   633     11        13       21.79
   633     11        14       17.39
   633     11        15       24.26
   636      1         1        0.00
   636      1         2        0.00
   636      1         3        0.00
   636      1         4        0.00
   636      1         5        0.00
   636      1         6        0.00
   636      1         7        0.00
   636      1         8        0.00
   636      1         9        0.00
   636      1        10        0.00
   636      1        11        0.00
   636      1        12        0.00
   636      1        13        0.00
   636      1        14        0.00
   636      1        15        0.00
   636      2         1        0.00
   636      2         2        0.00
   636      2         3        0.00
   636      2         4        0.00
